x_cm,y_cm,fruit_type,selected,collected,elevated
94.61171003717472,45.41285988483685,red,False,False,False
93.51412639405204,33.346641074856045,red,False,False,False
95.70929368029739,24.790595009596927,red,False,False,False
88.9042750929368,39.05067178502879,red,False,False,False
85.83104089219331,57.69846449136276,red,False,False,False
97.46542750929368,56.38214971209213,red,False,False,False
74.635687732342,21.938579654510555,red,False,False,False
80.78215613382899,22.81612284069098,red,False,False,False
